count;acPlayerID;laPlayerID;newGame;NewValue;RandomValue;LastValue;look
745;1;0;0;63;42;62;1
746;1;0;1;63;63;63;0
747;2;1;0;64;43;63;1
748;2;1;1;55;55;64;0
749;0;2;0;66;41;55;1
750;0;2;1;21;21;66;0
751;1;0;1;51;51;21;0
752;2;1;0;52;51;51;1
753;2;1;1;43;43;52;0
754;0;2;0;64;64;43;0
755;1;0;0;65;42;64;1
756;1;0;1;11;11;65;0
757;2;1;0;22;52;11;1
758;2;1;1;53;53;22;0
759;0;2;0;54;42;53;1
760;0;2;1;41;41;54;0
761;1;0;0;21;21;41;0
762;2;1;1;42;42;21;0
763;0;2;0;64;64;42;0
764;1;0;0;65;63;64;1
765;1;0;1;31;31;65;0
766;2;1;0;43;43;31;0
767;0;2;0;33;33;43;0
768;1;0;0;44;54;33;1
769;1;0;1;32;32;44;0
770;2;1;0;21;21;32;0
771;0;2;1;32;32;21;0
772;1;0;0;55;55;32;0
773;2;1;0;66;31;55;1
774;2;1;1;65;65;66;0
775;0;2;0;11;52;65;1
776;0;2;1;64;64;11;0
777;1;0;0;65;31;64;1
778;1;0;1;52;52;65;0
779;2;1;0;63;63;52;0
780;0;2;0;64;42;63;1
781;0;2;1;61;61;64;0
782;1;0;0;62;43;61;1
783;1;0;1;62;62;62;0
784;2;1;0;63;62;62;1
785;2;1;1;54;54;63;0
786;0;2;0;61;42;54;1
787;0;2;1;64;64;61;0
788;1;0;0;65;41;64;1
789;1;0;1;55;55;65;0
790;2;1;0;66;33;55;1
791;2;1;1;53;53;66;0
792;0;2;0;54;54;53;1
793;1;0;1;32;32;54;0
794;2;1;0;63;63;32;0
795;0;2;0;64;42;63;1
796;0;2;1;22;22;64;0
797;1;0;0;33;54;22;1
798;1;0;1;44;44;33;0
799;2;1;0;55;32;44;1
800;2;1;1;54;54;55;0
801;0;2;0;65;65;54;0
802;1;0;0;11;42;65;1
803;1;0;1;62;62;11;0
804;2;1;0;63;61;62;1
805;2;1;1;42;42;63;0
806;0;2;0;66;66;42;0
807;1;0;0;21;43;66;1
808;1;0;1;44;44;21;0
809;2;1;0;55;32;44;1
810;2;1;1;64;64;55;0
811;0;2;0;65;61;64;1
812;0;2;1;65;65;65;0
813;1;0;0;11;31;65;1
814;1;0;1;52;52;11;0
815;2;1;0;64;64;52;0
816;0;2;0;65;63;64;1
817;0;2;1;62;62;65;0
818;1;0;0;63;61;62;1
819;1;0;1;51;51;63;0
820;2;1;0;52;52;51;1
821;0;2;1;63;63;52;0
822;1;0;0;21;21;63;0
823;2;1;1;33;33;21;0
824;0;2;0;55;55;33;0
825;1;0;0;66;22;55;1
826;1;0;1;21;21;66;0
827;2;1;1;61;61;21;0
828;0;2;0;63;63;61;0
829;1;0;0;65;65;63;0
830;2;1;0;11;64;65;1
831;2;1;1;32;32;11;0
832;0;2;0;21;21;32;0
833;1;0;1;11;11;21;0
834;2;1;0;22;11;11;1
835;2;1;1;43;43;22;0
836;0;2;0;61;61;43;0
837;1;0;0;62;41;61;1
838;1;0;1;61;61;62;0
839;2;1;0;62;52;61;1
840;2;1;1;33;33;62;0
841;0;2;0;44;53;33;1
842;0;2;1;53;53;44;0
843;1;0;0;22;22;53;0
844;2;1;0;33;65;22;1
845;2;1;1;31;31;33;0
846;0;2;0;32;32;31;0
847;1;0;0;42;42;32;0
848;2;1;0;43;42;42;1
849;2;1;1;63;63;43;0
850;0;2;0;64;32;63;1
851;0;2;1;54;54;64;0
852;1;0;0;61;31;54;1
